can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
TRUE,TRUE,NA,NA,450539,0,0,-1,1,0,3,0.0,0.0,0,Myles,0.0,133,FALSE,,NA,44,450539.jpg,0.0,FALSE,Peart-Harris,0.0,FALSE,NA,a,5,94,0,2740,131,4075,168,0.0,0.0,Peart-Harris,241,2021-07-23,2002-09-18,FALSE,p450539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,584,214,574,214,548,206,585,214,NA,,NA,,NA,,0,0,0,0,0,0,518,300,534,188,592,219,597,232,0,0,0
TRUE,FALSE,0,0,591357,0,0,0,0,0,3,0.0,0.0,0,Ryan,0.0,134,FALSE,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,45,591357.jpg,0.0,FALSE,Trevitt,0.0,FALSE,NA,u,5,94,0,0,0,866,11,0.0,0.0,Trevitt,241,2024-01-08,2003-03-12,FALSE,p591357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,668,278,660,277,642,271,669,278,NA,,NA,,NA,,0,0,0,0,0,0,472,286,621,251,673,280,728,318,0,0,0
TRUE,TRUE,NA,NA,502500,2,-2,4,-4,2,4,6.7,6.7,13,Igor Thiago,6.7,136,TRUE,,NA,64,502500.jpg,5.5,FALSE,Nascimento Rodrigues,13.7,FALSE,NA,a,5,94,60,1904216,595578,416731,27223,1.0,9.4,Thiago,30,2024-07-01,2001-06-26,FALSE,p502500,921,8,0,2,16,0,0,0,3,0,0,9,241,343.4,93.5,363.0,80.0,23,18,14,55,11,5.85,0.23,6.08,12.91,4,2,119,9,3,3,6,2,NA,,NA,,2,,0.57,0,0.02,0.59,1.26,1.56,68,22,17,1,18,2,30,6,1.07,0.2,5.37
TRUE,TRUE,NA,NA,533710,0,0,-1,1,0,4,0.0,0.0,0,Iwan,0.0,137,FALSE,,NA,44,533710.jpg,0.0,FALSE,Morgan,0.4,FALSE,NA,a,5,94,0,40799,1346,55360,2361,0.0,0.0,Morgan,NA,NA,NA,FALSE,p533710,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,595,59,586,59,561,58,596,60,NA,,NA,,NA,,0,0,0,0,0,0,536,71,546,54,603,62,265,38,0,0,0
TRUE,TRUE,0,NA,183656,0,0,0,0,0,3,0.0,1.7,0,Josh,0.0,748,FALSE,Knee injury - Expected back 01 Jan,2025-11-20T12:00:10.592439Z,50,183656.jpg,0.0,FALSE,Dasilva,0.0,FALSE,NA,i,5,94,0,72,38,37,31,0.0,0.0,Dasilva,241,2025-10-23,1998-10-23,FALSE,p183656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,709,305,705,305,694,300,709,305,NA,,NA,,NA,,0,0,0,0,0,0,247,153,677,286,710,305,743,327,0,0,0
TRUE,TRUE,NA,NA,49262,0,0,-2,2,0,1,0.0,0.0,0,Jason,0.0,138,FALSE,,NA,43,49262.jpg,0.0,FALSE,Steele,0.3,FALSE,NA,a,6,36,0,6230,209,30575,845,0.0,0.0,Steele,241,2018-07-01,1990-08-18,FALSE,p49262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,555,77,540,63,509,50,556,77,NA,,NA,,NA,,0,0,0,0,0,0,561,29,490,69,561,76,323,46,0,0,0
TRUE,TRUE,NA,NA,489639,0,0,-1,1,0,1,4.3,4.3,6,Bart,4.3,139,FALSE,,NA,44,489639.jpg,2.4,FALSE,Verbruggen,4.0,FALSE,NA,a,6,36,26,143895,16405,493042,12540,1.0,5.9,Verbruggen,152,2023-07-03,2002-08-18,FALSE,p489639,990,0,0,2,15,1,0,0,0,0,25,0,148,218.8,10.0,0.0,22.8,5,101,0,0,11,0.00,0.01,0.01,13.20,61,9,349,5,552,61,202,9,NA,,NA,,NA,,0,2.27,0,0,1.2,1.36,525,28,64,4,219,20,85,14,1,0.18,0
TRUE,TRUE,NA,NA,209288,0,0,0,0,0,1,0.0,0.0,0,Tom,0.0,140,FALSE,,NA,40,209288.jpg,0.0,FALSE,McGill,0.3,FALSE,NA,a,6,36,0,10853,263,18751,728,0.0,0.0,McGill,39,2021-02-02,2000-03-25,FALSE,p209288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,502,55,486,41,453,28,502,55,NA,,NA,,NA,,0,0,0,0,0,0,630,49,432,47,508,54,298,40,0,0,0
TRUE,FALSE,0,0,472739,0,0,0,0,0,1,0.0,0.0,0,Carl,0.0,141,FALSE,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,472739.jpg,0.0,FALSE,Rushworth,0.0,FALSE,NA,u,6,36,0,0,0,208,3,0.0,0.0,Rushworth,241,2023-07-01,2001-07-02,FALSE,p472739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,519,65,504,51,471,38,520,65,NA,,NA,,NA,,0,0,0,0,0,0,652,59,451,57,526,64,741,84,0,0,0
TRUE,FALSE,0,0,240514,0,0,0,0,0,1,0.0,0.0,0,Kjell,0.0,142,FALSE,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,240514.jpg,0.0,FALSE,Scherpen,0.0,FALSE,NA,u,6,36,0,0,0,180,6,0.0,0.0,Scherpen,152,2021-07-16,2000-01-23,FALSE,p240514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,508,59,492,45,459,32,508,59,NA,,NA,,NA,,0,0,0,0,0,0,636,53,438,51,514,58,742,85,0,0,0
TRUE,TRUE,NA,NA,204120,0,0,-2,2,0,2,0.0,0.0,0,Olivier,0.0,143,FALSE,,NA,43,204120.jpg,0.0,FALSE,Boscagli,0.1,FALSE,NA,a,6,36,0,2559,91,9291,269,0.0,0.0,Boscagli,73,2025-07-02,1997-11-18,FALSE,p204120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,559,226,547,226,518,218,560,226,NA,,NA,,NA,,0,0,0,0,0,0,574,138,499,204,565,225,500,181,0,0,0
TRUE,TRUE,NA,NA,550090,0,0,-2,2,0,2,0.0,0.0,0,Diego,0.0,144,FALSE,,NA,43,550090.jpg,1.0,FALSE,Coppola,0.1,FALSE,NA,a,6,36,3,1421,44,5639,170,0.0,0.7,Coppola,106,2025-06-17,2003-12-28,FALSE,p550090,17,0,0,0,1,0,0,0,0,0,0,0,6,7.8,0.1,0.0,0.8,4,1,0,4,0,0.00,0.00,0.00,0.21,404,146,414,152,532,220,422,149,NA,,NA,,NA,,0,0,0,0,1.11,5.29,600,151,513,207,380,136,569,205,0,0,21.18
TRUE,TRUE,100,100,465730,0,0,-2,2,0,2,0.3,0.3,1,Maxim,0.3,145,FALSE,,2025-09-13T21:30:07.998380Z,43,465730.jpg,1.8,FALSE,De Cuyper,1.8,FALSE,NA,a,6,36,16,71270,862,529374,13391,0.1,3.7,De Cuyper,21,2025-07-05,2000-12-22,FALSE,p465730,411,1,0,0,8,0,0,0,1,0,0,1,64,84.0,84.9,73.0,24.3,14,25,7,21,5,0.74,0.75,1.49,6.35,226,90,130,29,131,24,191,58,NA,,NA,,NA,,0.16,0,0.16,0.32,1.39,1.75,583,144,319,107,293,105,136,52,1.09,0,4.6
TRUE,TRUE,NA,NA,83299,0,0,0,0,0,2,4.0,4.0,6,Lewis,4.0,146,FALSE,,NA,45,83299.jpg,2.6,FALSE,Dunk,1.2,FALSE,NA,a,6,36,29,84109,8424,102112,3429,0.9,6.4,Dunk,241,2009-07-01,1991-11-21,FALSE,p83299,990,0,1,2,15,0,0,0,3,0,0,0,138,168.6,23.9,49.0,24.3,68,46,12,80,11,0.56,0.08,0.64,13.20,106,48,290,94,198,46,192,59,NA,,NA,,NA,,0.05,0,0.01,0.06,1.2,1.36,393,70,78,25,196,71,169,64,1,0.18,7.27
TRUE,FALSE,0,0,204214,0,0,0,0,0,2,0.0,0.0,0,Pervis,0.0,147,FALSE,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,204214.jpg,0.0,FALSE,Estupiñán Tenorio,0.0,FALSE,NA,u,6,36,0,0,0,1900,11,0.0,0.0,Estupiñan,62,2022-07-16,1998-01-21,FALSE,p204214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,620,233,611,233,591,230,621,233,NA,,4,,NA,,0,0,0,0,0,0,406,77,574,221,627,234,701,237,0,0,0
TRUE,TRUE,NA,NA,231416,0,0,-1,1,0,2,3.7,3.7,6,Ferdi,3.7,148,FALSE,,NA,44,231416.jpg,2.2,FALSE,Kadıoğlu,0.2,FALSE,NA,a,6,36,22,15879,3376,18929,738,0.8,5.0,F.Kadıoğlu,219,2024-08-27,1999-10-07,FALSE,p231416,734,0,0,2,11,0,0,0,3,0,0,0,99,116.4,76.7,45.0,24.0,25,34,17,42,7,0.31,0.67,0.98,9.59,179,71,144,31,211,53,194,61,NA,,NA,,NA,,0.04,0,0.08,0.12,1.18,1.35,507,116,88,30,235,85,369,133,0.86,0.25,5.15
TRUE,FALSE,0,0,232792,0,0,-1,1,0,2,0.0,0.0,0,Tariq,0.0,150,FALSE,has joined Fiorentina permanently.,2025-09-02T12:06:29.254107Z,44,232792.jpg,0.0,FALSE,Lamptey,0.1,FALSE,NA,u,6,36,0,2778,0,36684,371,0.0,0.0,Lamptey,81,2020-01-31,2000-09-30,FALSE,p232792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,579,231,569,231,542,225,580,231,NA,,NA,,NA,,0,0,0,0,0,0,509,118,526,214,586,231,466,169,0,0,0
TRUE,TRUE,NA,NA,469142,0,0,-1,1,1,2,4.7,4.7,5,Jan Paul,4.7,151,FALSE,,NA,44,469142.jpg,3.6,FALSE,van Hecke,1.5,FALSE,NA,a,6,36,40,141357,25210,100203,5827,1.1,9.1,Van Hecke,152,2020-09-10,2000-06-08,FALSE,p469142,990,1,0,2,15,1,0,0,3,0,0,4,152,320.4,43.3,101.0,46.6,83,36,19,102,11,0.69,0.29,0.97,13.20,7,2,227,64,92,14,56,11,NA,,NA,,NA,,0.06,0,0.03,0.09,1.2,1.36,522,124,52,17,109,42,149,59,1,0.18,9.27
TRUE,TRUE,100,25,111478,0,0,-2,2,0,2,0.0,0.0,0,Joël,0.0,152,FALSE,,2025-10-02T13:00:07.706508Z,43,111478.jpg,1.4,FALSE,Veltman,0.1,FALSE,NA,a,6,36,7,7396,272,23882,501,0.0,1.6,Veltman,152,2020-07-29,1992-01-15,FALSE,p111478,339,0,0,0,6,0,0,0,3,0,0,0,28,69.2,20.5,6.0,9.7,23,13,15,38,4,0.00,0.01,0.01,6.10,252,98,301,99,344,119,318,105,NA,,NA,,NA,,0,0,0,0,1.62,1.59,566,132,494,201,335,118,456,165,1.06,0,10.09
TRUE,TRUE,0,0,110735,0,0,-1,1,0,2,0.0,0.0,0,Adam,0.0,153,FALSE,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,44,110735.jpg,0.0,FALSE,Webster,0.0,FALSE,NA,i,6,36,0,482,37,1296,35,0.0,0.0,Webster,241,2019-08-03,1995-01-04,FALSE,p110735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,575,229,565,229,538,223,576,229,NA,,NA,,NA,,0,0,0,0,0,0,494,106,521,211,582,229,718,241,0,0,0
TRUE,FALSE,0,0,439135,0,0,0,0,0,2,0.0,0.0,0,Eiran,0.0,154,FALSE,Has joined Birmingham on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,40,439135.jpg,0.0,FALSE,Cashin,0.0,FALSE,NA,u,6,36,0,0,0,687,12,0.0,0.0,Cashin,104,2025-01-31,2001-11-09,FALSE,p439135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,511,196,495,194,462,184,511,195,NA,,NA,,NA,,0,0,0,0,0,0,641,170,441,167,517,195,721,242,0,0,0
TRUE,FALSE,0,0,589100,0,0,0,0,0,2,0.0,0.0,0,Jacob,0.0,155,FALSE,has joined Harrogate Town on loan until January.,2025-09-22T21:52:58.462370Z,40,589100.jpg,0.0,FALSE,Slater,0.1,FALSE,NA,u,6,36,0,3175,0,14579,373,0.0,0.0,Slater,NA,NA,NA,FALSE,p589100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,545,215,530,214,498,205,546,215,NA,,NA,,NA,,0,0,0,0,0,0,682,196,478,189,551,214,457,166,0,0,0
TRUE,TRUE,NA,NA,547720,0,0,-1,1,0,2,0.0,0.0,0,Charlie,0.0,156,FALSE,,NA,39,547720.jpg,0.0,FALSE,Tasker,0.1,FALSE,NA,a,6,36,0,5893,212,10964,457,0.0,0.0,Tasker,241,2025-03-28,2006-02-24,FALSE,p547720,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,480,180,462,178,428,167,480,179,NA,,NA,,NA,,0,0,0,0,0,0,734,232,409,151,486,179,406,151,0,0,0
TRUE,TRUE,25,25,451340,-1,1,-4,4,0,3,0.0,0.0,0,Mitoma,0.0,157,FALSE,Ankle injury - 25% chance of playing,2025-10-02T13:00:07.769683Z,61,451340.jpg,3.3,FALSE,Kaoru,1.9,FALSE,NA,d,6,36,20,161305,193,729619,18374,0.0,3.3,Mitoma,108,2021-08-09,1997-05-20,FALSE,p451340,508,1,1,1,8,0,0,0,1,0,0,0,64,88.4,95.8,88.0,26.9,6,13,3,22,6,0.76,0.29,1.05,7.99,222,94,115,86,112,71,167,88,NA,,NA,,NA,,0.13,0,0.05,0.18,1.42,1.42,84,55,732,325,139,63,130,46,1.06,0.18,3.9
TRUE,TRUE,100,100,463067,0,0,-3,3,0,3,2.3,2.3,2,Georginio,2.3,158,FALSE,,2025-08-25T07:30:07.559102Z,57,463067.jpg,3.0,FALSE,Rutter,0.4,FALSE,NA,a,6,36,30,60170,3848,168997,3976,0.4,5.3,Georginio,73,2024-08-19,2002-04-20,FALSE,p463067,678,0,3,4,7,0,0,0,2,0,0,1,88,97.6,112.4,101.0,31.1,13,20,8,41,8,0.42,1.31,1.73,7.32,212,89,89,66,94,54,131,71,NA,,NA,,NA,,0.06,0,0.17,0.23,0.97,0.93,121,78,170,82,168,75,258,91,1.06,0.53,5.44
TRUE,TRUE,0,0,109345,0,0,-2,2,0,3,0.0,0.0,0,Solly,0.0,159,FALSE,Knee injury - Expected back 13 Dec,2025-08-10T18:00:05.450301Z,58,109345.jpg,0.0,FALSE,March,0.0,FALSE,NA,i,6,36,0,407,30,2201,23,0.0,0.0,March,241,2012-07-01,1994-07-20,FALSE,p109345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,739,326,739,326,737,325,739,326,4,,NA,,NA,,0,0,0,0,0,0,105,71,727,320,739,326,714,310,0,0,0
TRUE,TRUE,NA,NA,592031,1,-1,1,-1,0,3,5.7,5.7,3,Yankuba,5.7,160,FALSE,,NA,61,592031.jpg,4.5,FALSE,Minteh,5.5,FALSE,NA,a,6,36,50,841446,122259,332779,29614,0.9,8.2,Minteh,78,2024-07-01,2004-07-22,FALSE,p592031,949,1,5,3,13,0,0,0,0,0,0,3,193,193.0,245.8,248.0,68.9,12,41,22,75,11,2.13,1.72,3.85,12.76,83,29,20,19,15,8,15,10,NA,,NA,,NA,,0.2,0,0.16,0.36,1.21,1.23,87,58,34,19,51,20,68,22,1.04,0.28,7.11
TRUE,FALSE,0,0,474120,0,0,-1,1,0,3,0.0,0.0,0,Julio,0.0,161,FALSE,has joined Strasbourg permanently.,2025-08-10T18:00:05.470138Z,54,474120.jpg,0.0,FALSE,Enciso Espínola,0.0,FALSE,NA,u,6,36,0,105,0,2872,16,0.0,0.0,Enciso,168,2022-06-17,2004-01-23,FALSE,p474120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,732,320,731,320,727,319,732,320,NA,,NA,,NA,,0,0,0,0,0,0,176,109,712,309,732,320,702,302,0,0,0
TRUE,TRUE,100,25,513433,0,0,-1,1,0,3,0.0,0.0,0,Brajan,0.0,162,FALSE,,2025-10-16T12:30:10.115478Z,54,513433.jpg,2.7,FALSE,Gruda,0.0,FALSE,NA,a,6,36,19,11789,59,13884,354,0.0,3.5,Gruda,80,2024-08-14,2004-05-31,FALSE,p513433,218,1,1,0,3,0,0,0,0,0,0,2,56,74.0,56.3,94.0,22.4,1,15,5,21,2,1.57,0.40,1.97,2.90,242,104,195,129,102,62,205,108,2,,6,,NA,,0.65,0,0.17,0.82,1.2,1.24,183,115,715,312,193,86,574,215,0.83,0,8.67
TRUE,TRUE,100,0,532529,0,0,-4,4,0,3,0.0,0.0,0,Jack,0.0,163,FALSE,,2025-09-13T21:30:08.019508Z,51,532529.jpg,1.3,FALSE,Hinshelwood,0.0,FALSE,NA,a,6,36,4,1135,40,10520,107,0.0,0.8,Hinshelwood,241,2022-12-30,2005-04-11,FALSE,p532529,107,0,0,0,2,0,0,0,0,0,0,0,22,9.4,2.0,0.0,1.2,2,6,3,11,2,0.00,0.01,0.01,2.32,394,183,384,193,712,312,416,196,NA,,NA,,NA,,0,0,0.01,0.01,1.95,1.68,236,147,692,297,354,168,635,259,1.68,0,9.25
TRUE,FALSE,0,0,219249,0,0,0,0,1,3,0.0,0.0,0,Matt,0.0,164,FALSE,has joined Marseille on loan for the rest of the season.,2025-09-02T12:06:29.272628Z,55,219249.jpg,6.0,FALSE,O'Riley,0.4,FALSE,NA,u,6,36,12,130744,0,195050,1055,0.0,2.2,O'Riley,58,2024-08-26,2000-11-21,FALSE,p219249,177,1,0,1,2,0,0,0,0,0,0,2,36,60.8,66.6,63.0,19.0,3,2,4,9,2,1.21,0.17,1.38,2.12,269,116,168,114,154,94,232,114,1,,2,,2,,0.62,0,0.09,0.71,1.08,1.02,141,90,721,317,8,2,281,99,1.02,0.51,4.58
TRUE,FALSE,0,0,516211,0,0,-1,1,0,3,0.0,0.0,0,Abdallah,0.0,165,FALSE,has joined Lens permanently.,2025-09-02T12:06:29.290672Z,54,516211.jpg,0.0,FALSE,Sima,0.0,FALSE,NA,u,6,36,0,247,0,2141,20,0.0,0.0,Sima,189,2021-08-30,2001-06-17,FALSE,p516211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,733,321,732,321,728,320,733,321,NA,,NA,,NA,,0,0,0,0,0,0,184,116,716,313,733,321,690,294,0,0,0
TRUE,TRUE,100,NA,509416,0,0,-1,1,0,3,2.3,2.3,3,Yasin,2.3,166,FALSE,,2025-11-20T10:30:09.349310Z,49,509416.jpg,2.6,FALSE,Ayari,0.3,FALSE,NA,a,6,36,29,47571,986,41306,3097,0.5,5.9,Ayari,206,2023-01-30,2003-10-06,FALSE,p509416,871,1,0,2,12,0,0,0,0,0,0,2,164,130.4,134.3,107.0,37.2,23,48,20,91,9,0.99,0.50,1.49,10.48,160,67,71,54,79,46,102,59,3,,5,,NA,,0.1,0,0.05,0.15,1.08,1.24,336,211,165,78,198,89,322,113,0.93,0.21,9.4
TRUE,TRUE,NA,NA,535301,0,0,-3,3,0,3,1.7,1.7,2,Carlos,1.7,167,FALSE,,NA,47,535301.jpg,1.5,FALSE,Baleba,2.0,FALSE,NA,a,6,36,16,130370,8126,420868,11667,0.4,3.4,Baleba,38,2023-08-29,2004-01-03,FALSE,p535301,644,0,0,4,7,0,0,0,4,0,0,0,71,27.6,47.6,10.0,8.4,21,40,12,73,10,0.14,0.17,0.31,8.11,344,159,214,136,319,167,334,162,NA,,NA,,NA,,0.02,0,0.02,0.04,1.13,0.98,383,240,210,100,326,151,124,41,1.4,0.56,10.2
TRUE,TRUE,100,100,514254,0,0,-1,1,1,3,6.7,6.7,3,Diego,6.7,169,FALSE,,2025-10-16T12:30:10.190452Z,49,514254.jpg,2.8,FALSE,Gómez Amarilla,0.3,FALSE,NA,a,6,36,28,41275,16467,13221,2343,1.4,5.7,Gomez,168,2025-01-01,2003-03-27,FALSE,p514254,538,2,0,2,7,0,0,0,2,0,0,3,129,168.0,119.0,176.0,46.5,13,22,26,61,6,1.84,0.43,2.27,6.27,107,38,83,61,37,20,58,39,NA,,3,,NA,,0.31,0,0.07,0.38,1.05,1.17,338,212,11,5,181,81,292,103,1,0.33,10.2
TRUE,TRUE,0,25,15157,-1,1,-1,1,0,3,0.0,0.3,0,James,1.3,170,FALSE,Muscle injury - Expected back 13 Dec,2025-10-28T21:00:08.282346Z,49,15157.jpg,2.1,FALSE,Milner,0.1,FALSE,NA,i,6,36,15,14237,40,18411,1124,0.3,3.1,Milner,241,2023-07-01,1986-01-04,FALSE,p15157,187,1,1,0,7,0,0,0,1,0,0,0,66,79.6,71.2,17.0,16.8,6,10,3,19,1,0.79,0.40,1.19,3.34,231,98,161,110,291,158,252,126,NA,,NA,,NA,,0.38,0,0.19,0.57,1.61,3.37,288,179,234,110,261,120,451,154,0.48,0,9.14
TRUE,FALSE,0,0,441192,0,0,-1,1,0,3,0.0,0.0,0,Jeremy,0.0,171,FALSE,has joined Cremonese on loan for the rest of the season.,2025-09-02T12:06:29.308383Z,49,441192.jpg,0.0,FALSE,Sarmiento Morante,0.0,FALSE,NA,u,6,36,0,196,0,2822,25,0.0,0.0,Sarmiento,62,2021-09-21,2002-06-16,FALSE,p441192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,700,299,695,299,682,294,700,299,NA,,NA,,NA,,0,0,0,0,0,0,323,202,667,279,701,299,669,282,0,0,0
TRUE,TRUE,100,100,549074,0,0,-1,1,0,3,0.7,0.7,0,Tom,0.7,172,FALSE,,2025-08-10T18:00:05.491553Z,49,549074.jpg,1.0,FALSE,Watson,0.0,FALSE,NA,a,6,36,2,1177,69,2471,114,0.1,0.4,Watson,241,2025-06-01,2006-04-08,FALSE,p549074,40,0,0,0,2,0,0,0,0,0,0,0,9,5.6,1.3,7.0,1.4,0,2,1,3,0,0.04,0.01,0.05,0.89,410,192,389,196,337,175,411,193,NA,,NA,,NA,,0.09,0,0.02,0.11,2,4.5,340,214,292,144,404,189,625,253,0,0,6.75
TRUE,TRUE,100,100,467779,0,0,-1,1,0,3,5.7,5.7,3,Mats,5.7,173,FALSE,,2025-09-01T10:30:07.953121Z,49,467779.jpg,4.0,FALSE,Wieffer,0.4,FALSE,NA,a,6,36,36,45593,13866,11207,2999,1.2,7.3,Wieffer,152,2024-07-06,1999-11-16,FALSE,p467779,639,0,3,2,8,0,0,0,3,0,0,2,154,166.6,110.8,57.0,33.5,28,39,30,97,7,0.15,0.97,1.12,6.57,109,39,99,74,176,102,118,64,NA,,NA,,NA,,0.02,0,0.14,0.16,0.93,1.13,329,206,30,17,79,33,277,96,0.99,0.28,13.66
TRUE,FALSE,0,0,611695,0,0,0,0,0,3,0.0,0.0,0,Malick,0.0,174,FALSE,Has joined Swansea City on loan for the rest of the season.,2025-08-15T12:03:00.771795Z,50,611695.jpg,0.0,FALSE,Yalcouyé,0.0,FALSE,NA,u,6,36,0,0,0,1235,7,0.0,0.0,Yalcouye,54,2024-07-12,2005-11-18,FALSE,p611695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,720,314,718,314,710,311,720,314,NA,,NA,,NA,,0,0,0,0,0,0,286,178,689,295,721,314,722,316,0,0,0
TRUE,TRUE,NA,NA,567121,0,0,0,0,0,3,0.3,0.3,0,Joe,0.3,175,FALSE,,NA,45,567121.jpg,1.0,FALSE,Knight,0.1,FALSE,NA,a,6,36,1,7590,414,9211,440,0.1,0.2,Knight,241,2025-01-31,2005-09-21,FALSE,p567121,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,655,269,647,268,629,262,656,269,NA,,NA,,NA,,0,0,0,0,0,0,458,276,333,159,387,178,484,168,0,0,0
TRUE,FALSE,0,0,550141,0,0,0,0,0,3,0.0,0.0,0,Adrian,0.0,176,FALSE,has joined Dinamo Bucharest permanently.,2025-09-22T21:46:15.598017Z,45,550141.jpg,0.0,FALSE,Mazilu,0.0,FALSE,NA,u,6,36,0,1435,0,4128,101,0.0,0.0,Mazilu,NA,NA,NA,FALSE,p550141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,647,263,639,262,621,256,648,263,NA,,NA,,NA,,0,0,0,0,0,0,449,270,602,238,654,267,647,267,0,0,0
TRUE,FALSE,0,0,513834,0,0,0,0,0,3,0.0,0.0,0,Andrew,0.0,177,FALSE,Has joined Los Angeles FC on loan for the rest of the season.,2025-08-22T14:16:38.542849Z,45,513834.jpg,0.0,FALSE,Moran,0.0,FALSE,NA,u,6,36,0,490,0,4799,56,0.0,0.0,Moran,104,2021-08-23,2003-10-15,FALSE,p513834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,641,257,633,256,615,250,642,257,NA,,NA,,NA,,0,0,0,0,0,0,441,263,596,232,648,261,662,277,0,0,0
